tau_c,tau_2,tau_fat,alpha_scale_factor,alpha_Km,alpha_tau_1,CN0,F0,scale_factor_rest,tau_1_rest,Km_rest
20,51.75,1448300,-0.000000215,3.51E-08,0.000178,0,0,1.41,123.08,0.31
