tau_c,tau_2,tau_fat,alpha_scale_factor,alpha_Km,alpha_tau_1,CN0,F0,scale_factor_rest,tau_1_rest,Km_rest
20,22,119.66,0.000000249,3.00E-08,0.0000473,0,0,1,225.07,0.6
