tau_c,tau_2,tau_fat,alpha_scale_factor,alpha_Km,alpha_tau_1,CN0,F0,scale_factor_rest,tau_1_rest,Km_rest
20,22.66,1244600,-0.000000441,8.81E-08,0.0000528,0,0,0.86,72.01,0.82
