tau_c,tau_2,tau_fat,alpha_scale_factor,alpha_Km,alpha_tau_1,CN0,F0,scale_factor_rest,tau_1_rest,Km_rest
20,39.11,11687,-0.000000791,5.08E-08,0.0000214,0,0,1.92,16.42,0.22
