tau_c,tau_2,tau_fat,alpha_scale_factor,alpha_Km,alpha_tau_1,CN0,F0,scale_factor_rest,tau_1_rest,Km_rest
20,37.27,752000,-0.000000531,9.18E-08,0.0000269,0,0,0.92,90.39,0.32
